PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,PARKDIST,HOSPDIST,WARD,TABSYSTEM,TABMODEL,MAILBALLOT,7AM,EDR,SIGNATURES,REGMILOVAB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSSWP,USPRSCP,USPRSCG,USPRSGP,USPRSGR,USPRSSL,USPRSJP,USPRSWI,USPRSTOTAL,USSENIP,USSENR,USSENDFL,USSENGR,USSENMOP,USSENWI,USSENTOTAL,USREPIP,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENIP,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGIP,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL,MNCA2YES,MNCA2NO,MNCA2EST,MNCA2TOTAL,VTDID
EAGLE LAKE TWP,0120,Eagle Lake Twp,Otter Tail,56,7,8,8B,03,07,1111,,,,Precinct Tabulator,Model 100,,285,31,249,17,0,0,266,127,132,3,1,0,0,3,0,0,0,0,266,12,68,176,2,0,0,258,13,85,162,0,260,0,107,149,0,256,0,104,144,0,248,172,91,3,266,107,153,6,266,271110120
EASTERN TWP,0125,Eastern Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,158,7,141,1,0,0,142,63,78,1,0,0,0,0,0,0,0,0,142,2,29,101,2,2,0,136,5,30,103,0,138,0,46,96,0,142,0,51,86,0,137,95,45,2,142,65,75,2,142,271110125
EDNA TWP,0130,Edna Twp,Otter Tail,56,7,8,8A,01,07,1112,,1640,,Precinct Tabulator,Model 100,,669,51,509,79,0,0,588,385,198,1,1,0,0,1,1,0,0,0,587,18,295,260,4,0,0,577,11,268,292,0,571,0,336,238,0,574,0,363,194,0,557,416,164,8,588,357,218,13,588,271110130
EFFINGTON TWP,0135,Effington Twp,Otter Tail,56,7,8,8B,04,07,1111,,,,Precinct Tabulator,Model 100,,143,19,120,4,0,0,124,75,44,1,0,0,0,1,0,0,0,3,124,6,49,62,1,0,0,118,2,36,78,0,116,0,63,58,0,121,0,57,55,0,112,110,13,1,124,62,60,2,124,271110135
ELIZABETH,0140,Elizabeth,Otter Tail,56,7,8,8A,02,07,1111,,,,Precinct Tabulator,Model 100,,86,18,75,9,0,0,84,49,33,0,0,0,0,0,0,0,0,0,82,2,33,44,1,1,0,81,4,32,43,1,80,0,36,44,0,80,0,46,33,0,79,58,25,1,84,43,39,2,84,271110140
ELIZABETH TWP,0145,Elizabeth Twp,Otter Tail,56,7,8,8A,02,07,1111,,,,Precinct Tabulator,Model 100,,507,70,442,52,0,0,494,290,192,2,0,0,0,4,0,0,2,3,493,14,194,264,4,1,2,479,17,176,288,2,483,0,243,234,3,480,0,310,166,3,479,331,160,3,494,282,210,2,494,271110145
ELMO TWP,0150,Elmo Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,176,19,148,7,0,0,155,75,74,1,0,1,0,1,0,0,0,0,152,1,49,97,3,1,0,151,6,47,98,0,151,0,62,85,0,147,0,66,77,0,143,125,28,2,155,78,74,3,155,271110150
ERHARD,0155,Erhard,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,74,5,63,0,0,0,63,29,33,0,0,1,0,0,0,0,0,0,63,2,20,40,0,1,0,63,1,19,43,0,63,0,24,38,0,62,0,23,39,0,62,44,19,0,63,37,26,0,63,271110155
ERHARDS GROVE TWP,0160,Erhards Grove Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,288,23,221,24,0,0,245,129,106,7,1,0,0,0,1,0,0,0,244,9,79,151,3,0,0,242,6,89,144,2,241,0,110,129,0,239,0,110,130,0,240,163,80,2,245,146,95,4,245,271110160
EVERTS TWP,0165,Everts Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,580,58,452,113,0,0,565,325,228,3,0,1,0,1,1,0,1,2,562,13,218,315,4,2,0,552,14,209,328,0,551,0,262,293,0,555,0,338,211,0,549,343,213,9,565,301,256,8,565,271110165
FERGUS FALLS W-1 P-1,0170,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-01,Precinct Tabulator,Model 100,,770,196,655,98,2,0,755,400,327,6,0,1,0,8,3,0,2,2,749,30,264,398,18,8,0,718,39,277,398,0,714,0,355,361,3,719,0,443,265,1,709,440,295,20,755,393,335,27,755,271110170
FERGUS FALLS W-1 P-2,0175,Fergus Falls,Otter Tail,56,7,8,8A,03,07,1111,,,W-01,Precinct Tabulator,Model 100,,807,123,532,177,0,0,709,446,248,7,1,0,0,0,0,0,0,1,703,24,312,329,7,6,1,679,18,300,364,0,682,0,388,281,3,672,0,491,184,3,678,484,201,24,709,415,269,25,709,271110175
FERGUS FALLS W-2 P-1,0180,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-02,Precinct Tabulator,Model 100,,936,153,790,93,0,2,885,520,347,4,1,0,1,6,0,0,2,3,884,29,357,469,9,5,1,870,38,332,494,1,865,0,463,402,1,866,0,560,305,0,865,537,335,13,885,485,385,15,885,271110180
FERGUS FALLS W-2 P-2,0185,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-02,Precinct Tabulator,Model 100,,1035,105,843,130,4,0,977,570,391,9,0,0,0,0,0,0,0,1,971,18,425,502,4,2,2,953,29,401,508,2,940,0,499,431,1,931,0,632,301,1,934,584,382,11,977,551,413,13,977,271110185
FERGUS FALLS W-3 P-1,0190,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-03,Precinct Tabulator,Model 100,,859,161,697,119,1,0,817,471,326,7,1,0,0,6,1,0,0,3,815,26,330,430,3,3,0,792,33,321,435,0,789,0,398,387,0,785,0,515,266,0,781,476,332,9,817,458,343,16,817,271110190
FERGUS FALLS W-3 P-2,0195,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-03,Precinct Tabulator,Model 100,,970,241,782,128,0,0,910,476,396,7,0,7,2,4,1,0,1,2,896,31,320,503,11,8,0,873,35,317,512,3,867,0,408,445,1,854,0,540,317,2,859,538,356,16,910,491,396,23,910,271110195
FERGUS FALLS W-4 P-1,0200,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-04,Precinct Tabulator,Model 100,,976,202,801,117,0,0,918,550,347,8,0,1,0,3,0,1,1,6,917,26,396,457,11,0,0,890,26,404,454,1,885,0,483,402,0,885,0,603,274,0,877,563,346,9,918,538,370,10,918,271110200
FERGUS FALLS W-4 P-2,0205,Fergus Falls,Otter Tail,56,7,8,8A,05,07,1111,,,W-04,Precinct Tabulator,Model 100,,854,159,690,147,1,0,838,518,305,4,0,1,1,2,0,0,0,2,833,25,374,406,6,2,1,814,31,368,410,1,810,0,447,359,1,807,0,578,231,0,809,554,279,5,838,486,334,18,838,271110205
FERGUS FALLS TWP,0210,Fergus Falls Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,652,64,555,59,0,0,614,377,217,6,0,0,2,1,1,0,2,4,610,20,260,310,5,3,0,598,28,254,313,0,595,0,325,267,0,592,0,427,160,0,587,427,181,6,614,344,264,6,614,271110210
FOLDEN TWP,0215,Folden Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,186,8,157,10,0,0,167,90,65,3,0,1,0,0,0,0,0,6,165,4,68,90,0,0,0,162,3,73,86,0,162,0,75,89,1,165,0,88,72,0,160,124,41,2,167,93,74,0,167,271110215
FRIBERG TWP,0220,Friberg Twp,Otter Tail,56,7,8,8A,02,07,1111,,,,Precinct Tabulator,Model 100,,518,49,410,46,1,0,457,250,199,1,0,0,0,1,1,0,0,4,456,14,166,263,2,2,0,447,21,142,281,0,444,0,201,241,0,442,0,263,179,0,442,293,160,4,457,220,229,8,457,271110220
GIRARD TWP,0225,Girard Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,552,49,449,89,0,0,538,339,191,3,1,0,0,1,0,0,0,2,537,16,245,266,0,2,1,530,28,249,245,3,525,0,285,240,0,525,0,309,200,1,510,351,175,12,538,330,203,5,538,271110225
GORMAN TWP,0230,Gorman Twp,Otter Tail,56,7,8,8A,01,07,1112,,1640,,Precinct Tabulator,Model 100,,304,18,245,18,2,0,265,169,90,0,0,1,0,2,0,0,0,1,263,7,109,138,1,2,0,257,6,97,154,0,257,0,124,129,0,253,0,142,99,0,241,206,56,3,265,152,107,6,265,271110230
HENNING,0235,Henning,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,446,62,392,25,0,0,417,262,142,4,0,0,2,2,1,0,0,1,414,17,159,213,4,8,0,401,20,162,215,0,397,0,173,231,1,405,0,231,164,0,395,308,108,1,417,238,174,5,417,271110235
HENNING TWP,0240,Henning Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,226,20,201,15,0,0,216,133,78,0,0,1,0,0,1,0,0,2,215,7,76,125,5,0,0,213,12,72,127,0,211,0,90,126,0,216,0,114,93,1,208,148,67,1,216,110,105,1,216,271110240
HOBART TWP,0245,Hobart Twp,Otter Tail,56,7,8,8A,01,07,1112,,,,Precinct Tabulator,Model 100,,566,41,481,48,0,0,529,302,211,4,0,1,0,7,0,0,0,2,527,14,220,281,2,0,0,517,19,193,307,0,519,0,252,259,0,511,0,290,205,0,495,330,194,5,529,279,242,8,529,271110245
HOMESTEAD TWP,0250,Homestead Twp,Otter Tail,56,7,8,8B,01,07,1112,,,,Precinct Tabulator,Model 100,,207,26,184,11,0,0,195,104,80,3,0,0,0,4,1,0,3,0,195,8,65,115,2,1,0,191,11,53,124,0,188,0,66,126,0,192,0,91,96,0,187,144,50,1,195,105,88,2,195,271110250
INMAN TWP,0255,Inman Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,150,24,123,8,0,0,131,77,51,0,0,1,0,0,0,0,1,0,130,3,54,65,4,1,0,127,5,52,69,0,126,0,58,72,0,130,0,69,53,0,122,100,28,3,131,75,51,5,131,271110255
LEAF LAKE TWP,0260,Leaf Lake Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,368,32,315,21,0,0,336,220,112,1,0,0,0,0,0,0,0,1,334,11,155,161,1,1,0,329,13,148,168,0,329,0,173,158,0,331,0,196,118,1,315,250,82,4,336,206,127,3,336,271110260
LEAF MOUNTAIN TWP,0265,Leaf Mountain Twp,Otter Tail,56,7,8,8B,03,07,1111,,,,Precinct Tabulator,Model 100,,181,31,153,19,0,0,172,101,62,4,0,0,1,1,1,0,0,0,170,4,61,101,2,0,0,168,7,59,99,0,165,0,86,82,0,168,0,90,73,0,163,122,44,6,172,87,83,2,172,271110265
LIDA TWP,0270,Lida Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,573,37,427,85,0,0,512,280,227,2,0,0,0,3,0,0,0,0,512,13,186,291,2,3,0,495,15,181,300,0,496,0,234,248,1,483,0,241,244,1,486,312,194,6,512,282,221,9,512,271110270
MAINE TWP,0275,Maine Twp,Otter Tail,56,7,8,8A,04,07,1111,,,,Precinct Tabulator,Model 100,,419,52,343,61,1,0,405,260,133,9,0,0,0,0,0,0,0,2,404,9,194,182,8,1,0,394,13,177,204,1,395,0,216,179,0,395,0,269,129,0,398,292,107,6,405,224,172,9,405,271110275
MAPLEWOOD TWP,0280,Maplewood Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,193,17,143,15,0,0,158,95,60,1,0,0,0,2,0,0,0,0,158,3,73,76,2,1,0,155,4,77,73,0,154,0,80,76,0,156,0,81,74,0,155,105,48,5,158,96,60,2,158,271110280
NEWTON TWP,0285,Newton Twp,Otter Tail,56,7,8,8B,01,07,1112,,,,Precinct Tabulator,Model 100,,451,64,409,24,0,0,433,263,162,1,0,2,0,1,1,0,1,1,432,16,181,214,9,2,0,422,22,162,233,0,417,0,179,250,0,429,0,230,180,0,410,329,102,2,433,253,177,3,433,271110285
NEW YORK MILLS,0290,New York Mills,Otter Tail,56,7,8,8B,01,07,1112,,,,Precinct Tabulator,Model 100,,608,140,543,45,0,0,588,323,238,11,0,3,2,4,1,0,0,4,586,31,200,313,7,7,0,558,30,198,329,1,558,0,224,344,0,568,0,276,268,0,544,387,191,10,588,295,283,10,588,271110290
NIDAROS TWP,0295,Nidaros Twp,Otter Tail,56,7,8,8B,04,07,1111,,,,Precinct Tabulator,Model 100,,252,20,193,43,0,0,236,119,114,1,0,1,0,0,0,0,0,0,235,6,94,130,1,1,0,232,8,87,133,0,228,0,107,126,0,233,0,115,113,0,228,139,94,3,236,118,115,3,236,271110295
NORWEGIAN GROVE TWP,0300,Norwegian Grove Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,192,19,156,8,0,0,164,75,84,0,1,1,0,2,0,0,0,0,163,5,47,102,1,1,1,157,6,49,103,0,158,0,68,94,0,162,0,73,88,0,161,104,59,1,164,83,79,2,164,271110300
OAK VALLEY TWP,0305,Oak Valley Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,200,18,174,4,0,0,178,105,63,1,2,1,0,4,0,0,0,1,177,7,74,87,2,2,0,172,12,64,98,0,174,0,78,96,1,175,0,85,81,0,166,128,46,4,178,94,80,4,178,271110305
ORWELL TWP,0310,Orwell Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,106,15,96,5,0,0,101,63,35,3,0,0,0,0,0,0,0,0,101,1,40,55,1,1,0,98,1,40,57,0,98,0,47,50,1,98,0,63,33,0,96,62,37,2,101,51,49,1,101,271110310
OSCAR TWP,0315,Oscar Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,125,16,99,8,0,0,107,69,36,1,0,0,0,0,0,0,0,0,106,2,37,64,2,0,0,105,1,37,66,0,104,0,54,50,1,105,0,71,29,0,100,77,30,0,107,63,40,4,107,271110315
OTTERTAIL,0320,Ottertail,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,365,45,284,38,0,0,322,226,92,2,0,0,0,2,0,0,0,0,322,8,165,136,3,4,0,316,13,155,148,0,316,0,191,127,0,318,0,200,104,0,304,223,98,1,322,193,125,4,322,271110320
OTTER TAIL TWP,0325,Otter Tail Twp,Otter Tail,56,7,8,8B,04,07,1112,,1640,,Precinct Tabulator,Model 100,,394,33,304,57,0,0,361,223,132,0,0,0,0,1,0,0,0,3,359,11,155,180,1,1,0,348,18,154,178,0,350,0,185,166,0,351,0,203,136,0,339,254,101,6,361,214,140,7,361,271110325
OTTO TWP,0330,Otto Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,368,35,308,23,1,0,332,233,90,3,0,0,0,1,0,0,0,2,329,11,171,141,1,2,0,326,15,131,177,0,323,0,169,155,0,324,0,192,113,0,305,245,84,3,332,207,122,3,332,271110330
PADDOCK TWP,0335,Paddock Twp,Otter Tail,56,7,2,2B,01,07,1112,,,,Precinct Tabulator,Model 100,,204,33,189,13,0,0,202,145,51,2,0,1,0,1,0,0,0,1,201,7,111,73,6,1,0,198,11,99,89,0,199,0,138,61,1,200,0,134,65,0,199,158,41,3,202,122,74,6,202,271110335
PARKERS PRAIRIE,0340,Parkers Prairie,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,524,100,482,27,0,0,509,283,208,6,0,1,0,2,0,0,0,0,500,18,184,278,4,3,0,487,19,183,272,0,474,0,266,216,0,482,0,246,229,0,475,336,168,5,509,270,230,9,509,271110340
PARKERS PRAIRIE TWP,0345,Parkers Prairie Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,239,20,202,8,0,0,210,122,80,2,0,0,0,3,0,0,0,0,207,11,72,121,0,3,1,208,15,55,133,0,203,0,101,107,0,208,0,94,110,0,204,151,57,2,210,111,98,1,210,271110345
PELICAN TWP,0350,Pelican Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,453,24,339,38,0,0,377,191,168,10,0,1,0,2,0,0,1,3,376,10,135,219,4,2,0,370,13,124,232,0,369,0,163,200,1,364,0,177,192,0,369,243,130,4,377,220,153,4,377,271110350
PELICAN RAPIDS,0355,Pelican Rapids,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,1077,152,748,68,2,0,818,346,445,5,0,2,0,5,2,1,1,3,810,31,225,492,4,17,1,770,26,222,506,1,755,0,303,440,1,744,0,281,458,2,741,480,278,60,818,421,329,68,818,271110355
PERHAM,0360,Perham,Otter Tail,56,7,8,8A,01,07,1112,,1640,,Precinct Tabulator,Model 100,,1556,242,1230,123,2,0,1355,871,438,16,1,1,0,8,0,0,2,7,1344,56,599,616,16,12,1,1300,60,536,684,2,1282,0,688,607,4,1299,0,786,445,5,1236,921,408,26,1355,790,530,35,1355,271110360
PERHAM TWP,0365,Perham Twp,Otter Tail,56,7,8,8A,01,07,1112,,1640,,Precinct Tabulator,Model 100,,570,35,454,37,0,0,491,330,152,2,0,0,0,2,2,0,0,1,489,16,233,229,2,0,1,481,7,202,270,1,480,0,277,203,0,480,0,317,146,2,465,344,142,5,491,288,198,5,491,271110365
PINE LAKE TWP,0370,Pine Lake Twp,Otter Tail,56,7,8,8B,01,07,1112,,1640,,Precinct Tabulator,Model 100,,449,30,359,39,0,0,398,259,127,1,2,0,1,1,2,0,0,3,396,12,176,197,1,0,0,386,17,177,194,0,388,0,208,175,0,383,0,237,137,0,374,272,121,5,398,236,157,5,398,271110370
RICHVILLE,0375,Richville,Otter Tail,56,7,8,8B,01,07,1112,,1640,,Precinct Tabulator,Model 100,,44,5,36,0,0,0,36,19,14,0,1,0,0,2,0,0,0,0,36,1,8,23,1,2,0,35,3,10,21,0,34,0,11,24,0,35,0,12,22,0,34,24,12,0,36,16,19,1,36,271110375
ROTHSAY,0380,Rothsay,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,90,15,79,3,1,0,83,48,34,1,0,0,0,0,0,0,0,0,83,2,25,55,0,0,0,82,2,24,54,1,81,0,35,45,0,80,0,49,32,0,81,37,45,1,83,44,38,1,83,271110380
RUSH LAKE TWP,0385,Rush Lake Twp,Otter Tail,56,7,8,8B,01,07,1112,,1640,,Precinct Tabulator,Model 100,,654,54,495,84,0,0,579,389,175,7,0,0,0,3,0,0,0,2,576,13,278,258,8,3,0,560,23,261,275,0,559,0,330,237,1,568,0,347,202,1,550,412,163,4,579,352,219,8,579,271110385
ST OLAF TWP,0390,St. Olaf Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,232,19,180,27,0,0,207,123,80,0,0,4,0,0,0,0,0,0,207,10,76,114,3,0,0,203,6,78,116,0,200,0,114,89,0,203,0,137,62,0,199,145,61,1,207,115,92,0,207,271110390
SCAMBLER TWP,0395,Scambler Twp,Otter Tail,56,7,8,8A,02,07,1111,,1630,,Precinct Tabulator,Model 100,,386,27,261,53,0,0,314,190,117,2,0,0,0,2,0,0,0,1,312,10,120,178,1,0,0,309,9,124,175,1,309,0,167,134,0,301,0,167,128,0,295,190,121,3,314,187,123,4,314,271110395
STAR LAKE TWP,0400,Star Lake Twp,Otter Tail,56,7,8,8A,02,07,1112,,1640,,Precinct Tabulator,Model 100,,309,30,249,25,0,0,274,153,115,3,0,0,0,0,0,0,0,0,271,6,100,152,2,0,0,260,9,103,146,0,258,0,137,126,0,263,0,148,112,0,260,193,77,4,274,150,118,6,274,271110400
SVERDRUP TWP,0405,Sverdrup Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,396,39,345,29,0,0,374,214,154,2,0,0,1,1,1,0,0,0,373,9,139,214,2,1,0,365,11,136,216,1,364,0,164,204,0,368,0,224,139,0,363,241,131,2,374,192,179,3,374,271110405
TORDENSKJOLD TWP,0410,Tordenskjold Twp,Otter Tail,56,7,8,8B,03,07,1111,,,,Precinct Tabulator,Model 100,,364,19,274,43,0,0,317,164,144,6,0,0,0,0,0,0,0,0,314,13,114,183,3,0,0,313,20,96,194,0,310,0,141,167,0,308,0,138,155,0,293,195,117,5,317,151,160,6,317,271110410
TRONDHJEM TWP,0415,Trondhjem Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,120,20,96,10,0,0,106,55,49,0,0,0,0,1,0,0,0,0,105,2,34,66,1,2,0,105,2,35,69,0,106,0,45,60,0,105,0,46,59,0,105,68,36,2,106,55,48,3,106,271110415
TUMULI TWP,0420,Tumuli Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,319,23,276,28,0,0,304,167,134,2,0,0,0,1,0,0,0,0,304,10,115,176,1,0,0,302,8,115,176,0,299,0,148,152,0,300,0,187,109,1,297,215,87,2,304,150,150,4,304,271110420
UNDERWOOD,0425,Underwood,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,191,31,172,12,0,0,184,96,81,2,0,1,1,1,1,0,0,0,183,7,59,116,1,1,0,184,9,56,117,0,182,0,73,108,0,181,0,102,74,0,176,124,56,4,184,91,86,7,184,271110425
URBANK,0430,Urbank,Otter Tail,56,7,8,8B,04,07,1111,,,,Precinct Tabulator,Model 100,,23,2,17,0,0,0,17,9,7,0,0,0,0,0,0,0,0,0,16,0,5,10,0,0,0,15,0,1,13,0,14,0,8,7,0,15,0,5,11,0,16,15,2,0,17,7,10,0,17,271110430
VERGAS,0435,Vergas,Otter Tail,56,7,8,8A,02,07,1112,,,,Precinct Tabulator,Model 100,,223,27,186,18,0,0,204,116,84,2,0,0,0,0,0,0,0,0,202,9,73,110,1,0,0,193,3,56,139,0,198,0,98,99,0,197,0,110,83,0,193,129,71,4,204,104,97,3,204,271110435
VINING,0440,Vining,Otter Tail,56,7,8,8B,04,07,1111,,,,Precinct Tabulator,Model 100,,48,14,47,1,0,0,48,25,23,0,0,0,0,0,0,0,0,0,48,1,17,30,0,0,0,48,1,18,29,0,48,0,20,28,0,48,0,23,23,0,46,33,15,0,48,27,20,1,48,271110440
WADENA P-4,0445,Wadena,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,46,2,37,3,0,0,40,31,9,0,0,0,0,0,0,0,0,0,40,0,24,16,0,0,0,40,1,19,20,0,40,0,22,18,0,40,0,27,11,0,38,29,11,0,40,30,10,0,40,271110445
WESTERN TWP,0450,Western Twp,Otter Tail,56,7,8,8A,03,07,1111,,,,Precinct Tabulator,Model 100,,81,8,63,4,0,0,67,54,13,0,0,0,0,0,0,0,0,0,67,2,33,28,1,0,0,64,3,36,26,0,65,0,39,22,0,61,0,48,16,0,64,60,7,0,67,45,22,0,67,271110450
WOODSIDE TWP,0455,Woodside Twp,Otter Tail,56,7,8,8B,04,07,1112,,,,Precinct Tabulator,Model 100,,150,10,129,6,0,0,135,76,53,0,0,2,0,0,1,1,0,2,135,4,51,69,2,1,0,127,11,45,68,1,125,0,55,75,0,130,0,68,60,1,129,110,24,1,135,77,58,0,135,271110455
BLACK RIVER TWP,0005,Black River Twp,Pennington,57,7,1,1B,03,09,1113,,,,Precinct Tabulator,Model 100,,42,5,37,2,0,0,39,18,17,4,0,0,0,0,0,0,0,0,39,0,11,26,1,0,0,38,3,9,26,0,38,0,14,24,0,38,0,22,16,0,38,25,14,0,39,16,21,2,39,271130005
BRAY TWP,0010,Bray Twp,Pennington,57,7,1,1B,03,09,1113,,,,Precinct Tabulator,Model 100,,37,7,36,3,0,0,39,26,13,0,0,0,0,0,0,0,0,0,39,0,13,24,0,0,0,37,0,11,27,0,38,0,18,21,0,39,0,22,13,0,35,33,6,0,39,24,15,0,39,271130010
CLOVERLEAF TWP,0015,Clover Leaf Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,45,3,41,0,0,0,41,24,15,2,0,0,0,0,0,0,0,0,41,3,12,23,0,0,0,38,0,16,23,0,39,0,18,21,0,39,0,21,16,0,37,30,11,0,41,23,17,1,41,271130015
DEER PARK TWP,0020,Deer Park Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,80,10,70,7,0,0,77,42,29,0,0,2,0,0,1,0,0,2,76,0,33,39,1,1,0,74,1,32,44,0,77,0,32,45,0,77,0,38,38,0,76,58,18,1,77,44,31,2,77,271130020
GOODRIDGE,0025,Goodridge,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,49,10,46,1,0,0,47,20,25,1,0,0,0,0,0,0,0,0,46,1,12,32,2,0,0,47,1,13,33,0,47,0,14,33,0,47,0,18,29,0,47,32,15,0,47,24,23,0,47,271130025
GOODRIDGE TWP,0030,Goodridge Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,39,10,39,2,0,0,41,28,10,0,1,0,0,0,0,0,0,0,39,0,19,19,0,1,0,39,0,17,22,0,39,0,21,18,0,39,0,24,15,0,39,26,12,3,41,21,20,0,41,271130030
HICKORY TWP,0035,Hickory Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,47,6,45,1,0,0,46,21,22,1,0,0,0,0,0,0,0,0,44,0,11,32,1,1,0,45,1,11,33,0,45,0,18,28,0,46,0,24,19,0,43,36,9,1,46,17,29,0,46,271130035
HIGHLANDING TWP,0040,Highlanding Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,106,9,92,10,0,0,102,30,70,1,0,0,0,0,0,0,0,0,101,1,17,74,2,0,0,94,2,15,83,0,100,0,24,77,0,101,0,30,67,0,97,66,33,3,102,38,61,3,102,271130040
KRATKA TWP,0045,Kratka Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,79,11,76,2,0,0,78,44,32,1,0,0,0,0,0,0,0,0,77,1,29,46,0,0,0,76,0,31,47,0,78,0,38,39,0,77,0,36,41,1,78,68,9,1,78,38,39,1,78,271130045
MAYFIELD TWP,0050,Mayfield Twp,Pennington,57,7,1,1B,01,09,1113,,,,Precinct Tabulator,Model 100,,41,3,33,0,0,0,33,11,15,3,0,0,1,1,1,0,0,0,32,1,5,24,1,0,0,31,4,3,25,0,32,0,5,27,0,32,0,10,21,0,31,21,12,0,33,13,20,0,33,271130050
NORDEN TWP,0055,Norden Twp,Pennington,57,7,1,1A,03,09,1113,,,,Precinct Tabulator,Model 100,,231,22,186,9,0,0,195,119,70,1,1,0,0,1,1,0,0,0,193,4,74,111,0,1,0,190,3,75,113,0,191,0,87,102,0,189,0,119,71,0,190,137,57,1,195,103,89,3,195,271130055
NORTH TWP,0060,North Twp,Pennington,57,7,1,1A,01,09,1113,,,,Precinct Tabulator,Model 100,,380,53,319,30,0,0,349,183,159,2,1,0,0,3,0,0,0,1,349,4,97,232,5,1,0,339,10,94,236,0,340,0,130,213,1,344,0,188,152,0,340,218,130,1,349,179,164,6,349,271130060
NUMEDAL TWP,0065,Numedal Twp,Pennington,57,7,1,1A,03,09,1113,,,,Precinct Tabulator,Model 100,,53,9,54,1,0,0,55,41,12,1,0,0,0,0,1,0,0,0,55,2,21,29,0,1,0,53,1,21,32,0,54,0,25,29,0,54,0,32,19,0,51,43,12,0,55,26,29,0,55,271130065
